code;description;description[el];description[en];lat;lon
40189;Paralimni Port 1;Λιμανάκι Παραλιμνίου 1;Paralimni Port 1;35,0365762414445;34,0352172685473
342;Ave. Georgiou Paraskevaidi - Akropolis Park 1;Λεωφ. Γεωργιου Παρασκευαΐδη - Πάρκο Ακρόπολης 1;Ave. Georgiou Paraskevaidi - Akropolis Park 1;35,1472040421581;33,3601896043787
2842;Lefkosias - Troodous - SEDIGEP 1;Λευκωσίας - Τροόδους - ΣΕΓΙΔΕΠ 1;Lefkosias - Troodous - SEDIGEP 1;35,1351312144639;33,0224365417376
10435;7 Street 2;7 Δρόμος 2;7 Street 2;34,6914236604408;32,9957638635876
700;Ilia Papakyriakou - Prodromou Xenofontos;Ηλία Παπακυριακού - Προδρόμου Ξενοφώντος;Ilia Papakyriakou - Prodromou Xenofontos;35,1574072477435;33,3130218253374
30144;Mesa Choro Village Centre;Κέντρο Μέσα Χωρίου;Mesa Choro Village Centre;34,8091676877419;32,4613915516629
30409;Grigori Afxentiou Ave. - Zalakion;Λεωφ. Γρηγόρη Αυξεντίου - Ζαλακιών;Grigori Afxentiou Ave. - Zalakion;34,8849991741606;32,3788559120339
11744;Platanisteia - Hambis Printmaking Museum 1;Πλατανίστεια - Mουσείο Χαρακτικής Χαμπή 1;Platanisteia - Hambis Printmaking Museum 1;34,7120277225525;32,7102336582937
21243;Pervolion Ave. - Apostolou Pavlou 2;Λεωφόρος Περβολιών - Αποστόλου Παύλου 2;Pervolion Ave. - Apostolou Pavlou 2;34,8409196456974;33,5738586268238
789;Smyrnis - Kaimakli Grammiko Park 2;Σμύρνης - Γραμμικό Πάρκο 2;Smyrnis - Kaimakli Grammiko Park 2;35,191483466977;33,3876698631389
40044;Archiep. Makariou C´ Ave. - Christou Samara;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - Χρίστου Σαμάρα;Archiep. Makariou C´ Ave. - Christou Samara;35,0184371874233;33,7446175780191
1165;Elaionon - Evzonon;Ελαιώνων - Ευζώνων;Elaionon - Evzonon;35,1389784554296;33,3291646466809
11660;Vasa Koilaniou;Βάσα Κοιλανίου;Vasa Koilaniou;34,8346584118287;32,793481478594
21071;Pascal English School 1;Pascal English School 1;Pascal English School 1;34,9526428559274;33,5687110352876
20231;Lefkara - Vavatsinia Road - 2nd Stop;Δρόμος Λευκάρων - Βαβατσινιάς - 2η Στάση;Lefkara - Vavatsinia Road - 2nd Stop;34,8713823012482;33,2961670973888
20148;Agia Marina Church 1;Εκκλησία Αγίας Μαρίνας 1;Agia Marina Church 1;34,7655929673259;33,345257859224
40537;Agia Napa Marina 1;Μαρίνα Αγίας Νάπας 1;Agia Napa Marina 1;34,9795150541022;33,9413118372798
40902;Kryou Nerou Ave. - 2ndStop 2;Λεωφ. Κρύου Νερού - 2η Στάση 2;Kryou Nerou Ave. - 2ndStop 2;34,98602599785;34,0096878996335
2499;Machaira - Nikis 1;Μαχαιρά - Νίκης 1;Machaira - Nikis 1;35,0761273127506;33,2631210335787
2619;Archiepiskopou Makariou C Avenue 1;Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ 1;Archiepiskopou Makariou C Avenue 1;34,9906034472674;32,9066863449739
22134;Dekeleia Garrison;Βάσεις Δεκέλειας;Dekeleia Garrison;34,9835708562098;33,7201871519167
10606;Kolokotroni - Ermou;Κολοκοτρώνη - Ερμού;Kolokotroni - Ermou;34,6957760117386;32,9450583681225
630;Gianni Psychari - Kosta Krystalli;Γιάννη Ψυχάρη - Κώστα Κρυστάλλη;Gianni Psychari - Kosta Krystalli;35,1432619146056;33,3926445468576
10253;Spyrou Kyprianou Ave. - Inachou;Λεωφ. Σπύρου Κυπριανού - Ινάχου;Spyrou Kyprianou Ave. - Inachou;34,695991739607;33,0314888877765
21167;1 Maiou - Pentadaktylou 1;1 Μαΐου - Πενταδακτύλου 1;1 Maiou - Pentadaktylou 1;34,9796421609536;33,6526983805477
21851;Lefkosias Ave. - Digeni Akrita;Λεωφ. Λευκωσία - Διγενή Ακρίτα;Lefkosias Ave. - Digeni Akrita;34,9443118094293;33,4574556475396
30310;Arminou ;Αρμίνου ;Arminou ;34,8620429104563;32,7202659353307
10686;Kosti Palama - Michail Georgalla 1;Κωστή Παλαμά - Μιχαήλ Γεωργάλλα 1;Kosti Palama - Michail Georgalla 1;34,6937164134308;33,0409650041971
30467;4th Stop Neo Chorio Pafou;4η Στάση Νέο Χωρίο Πάφου;4th Stop Neo Chorio Pafou;35,0373266866186;32,3749535308229
31581;2nd Stop Galataria 2;2η Στάση Γαλαταριά 2;2nd Stop Galataria 2;34,8780487640339;32,6320922998951
1357;Ave. Agiou Pavlou - Psaron;Λεωφ. Αγίου Παύλου - Ψαρών;Ave. Agiou Pavlou - Psaron;35,1784363153532;33,3296091814382
562;Spyrou Kyprianou Ave. - Vikela;Λεωφόρος Σπύρου Κυπριανού - Βικέλα;Spyrou Kyprianou Ave. - Vikela;35,1283788685882;33,3592835109107
663;Larnakos -Tzon Kennenty Avenue;Λάρνακος - Λεωφόρος Τζων Κέννεντυ;Larnakos -Tzon Kennenty Avenue;35,1723411514095;33,3729952816324
2654;Anexartisias - 2nd Korakou;Ανεξαρτησίας - 2η Κοράκου;Anexartisias - 2nd Korakou;35,0382710784311;32,8872920308939
3064;Gianou Kranidioti - GSP;Γιαννου Κρανιδιωτη - ΓΣΠ;Gianou Kranidioti - GSP;35,1155488281371;33,3587991899577
10735;Kokkinogias - Agiou Epiktitou 2;Κοκκινογιάς - Αγίου Επίκτητου 2;Kokkinogias - Agiou Epiktitou 2;34,7123356434991;33,0673256452586
11221;Agios Ioannis Church;Εκκλησία Αγίου Ιωάννη;Agios Ioannis Church;34,8954719816097;32,9638711981665
30432;Akamantos Ave. - Agiou Georgiou Ave.;Λεωφ. Ακάμαντος - Λεωφ. Αγίου Γεωργίου;Akamantos Ave. - Agiou Georgiou Ave.;34,8744574950862;32,3596776677895
30561;Salamiou Sport Field 1;Γήπεδο Σαλαμιού 1 ;Salamiou Sport Field 1;34,8416935593252;32,6918313315053
21145;Ammochostou - Taki Sofokleous;Αμμοχώστου - Τάκη Σοφοκλέους;Ammochostou - Taki Sofokleous;34,9784598406573;33,6595691076228
30292;Konia Elementary School 2;Δημοτικό Σχολείο Κονιών 2;Konia Elementary School 2;34,7854859127544;32,4549656329438
11541;Tilemachou Alavera - Lamprou Konstantara;Τηλεμάχου Αλαβέρα - Λάμπρου Κωνσταντάρα;Tilemachou Alavera - Lamprou Konstantara;34,6917751890945;33,0076971360683
10152;Citizen Service Centre;Κέντρο Εξυπηρέτησης Πολίτη;Citizen Service Centre;34,6829862483706;32,9400123543128
20082;8th Stop Tochni;8η Στάση Τόχνης;8th Stop Tochni;34,7760175183502;33,3222084205218
428;Archiep. Makariou III Ave. - Filimonos;Λεωφόρος Αρχιεπισκόπου Μακαρίου Γ΄ - Φιλήμωνος;Archiep. Makariou III Ave. - Filimonos;35,1608352279163;33,3700769274052
517;Ave. Archiepiskopou Makariou C - Riga Feraiou;Λεωφ. Αρχιεπισκόπου Μακαρίου Γ - Ρήγα Φεραίου;Ave. Archiepiskopou Makariou C - Riga Feraiou;35,1092673997339;33,3841198267482
2377;Eirinis Ave. - 4th Orounta 2;Λεωφ. Ειρήνης - 4η Ορουντας 2;Eirinis Ave. - 4th Orounta 2;35,0997130064372;33,0941180780541
2662;Agia Marina Church 1;Εκκλησία Αγίας Μαρίνας 1;Agia Marina Church 1;35,0399776533077;32,9002053196149
10796;Germasogeia Roundabout 2;Κυκλικός Κόμβος Γερμασόγειας 2;Germasogeia Roundabout 2;34,7091486748794;33,0873070330012
30095;Poseidonos Ave. - 1st Stop;Λεωφ. Ποσειδωνος - 1η Στάση;Poseidonos Ave. - 1st Stop;34,7538167248285;32,4199924088154
2153;Anexartisias - Stadiou 1;Ανεξαρτησίας - Σταδίου 1;Anexartisias - Stadiou 1;34,9945976887817;33,4703258623728
10072;Christodoulou Chatzipavlou - Anexartisias;Χριστοδούλου Χατζηπαύλου - Ανεξαρτησίας;Christodoulou Chatzipavlou - Anexartisias;34,6756329138125;33,0480622863795
11242;Ap. Petrou and Pavlou Church - Asgata 1;Εκκλησία Απ. Πέτρου και Παύλου - Ασγάτα 1;Ap. Petrou and Pavlou Church - Asgata 1;34,7795575431687;33,2554543206779
21900;Ant. Papadopoulos Stadium 2;Στάδιο Αντ. Παπαδόπουλος 2;Ant. Papadopoulos Stadium 2;34,9372817098633;33,6229615268664
6011;Dimarcheias Square - Municipal Market;Πλατεία Δημαρχείας - Δημοτική Αγορά;Dimarcheias Square - Municipal Market;35,1735569390634;33,3646106881676
5072;University of Cyprus - Oceanograph center;University of Cyprus - Oceanograph center;University of Cyprus - Oceanograph center;35,1436924761584;33,4069946516604
10272;Fragklinou Rousvelt - Oinouson 2;Φραγκλίνου Ρούσβελτ - Οινουσών 2;Fragklinou Rousvelt - Oinouson 2;34,6595362714255;33,0045400965739
10625;Asomatos Community Board 2;Κοινοτ. Συμβούλιο Ασωμάτου 2;Asomatos Community Board 2;34,6384456192483;32,9594549846082
30070;Ellados Ave. - Panikou Dimitriou;Λεωφ. Ελλάδος - Πανίκου Δημητρίου;Ellados Ave. - Panikou Dimitriou;34,7883106338134;32,4337201189126
40164;1 Apriliou - Thessalonikis;1 Απριλίου - Θεσσαλονίκης;1 Apriliou - Thessalonikis;35,0114412157301;33,8964685467186
5031;Ifigenias - Armenias;Ιφιγενείας - Αρμενίας;Ifigenias - Armenias;35,1534878866523;33,3665742366948
22159;Lefkara High School - Lyceum 1;Γυμνάσιο - Λύκειο Λευκάρων 1;Lefkara High School - Lyceum 1;34,8678302253563;33,3067343937838
1158;Pediaiou - Stavrovouniou;Πεδιαίου - Σταυροβουνίου;Pediaiou - Stavrovouniou;35,1248063819664;33,3144665183374
11784;Nikou Georgiou - Agiou Ermogenous;Νίκου Γεωργίου - Αγίου Ερμογένους;Nikou Georgiou - Agiou Ermogenous;34,6735200499597;32,9022405519762
30333;Mitr. Nikodimou Mylona - Georgiou Christoforou;Μητρ. Νικόδημου Μυλωνά - Γεωργίου Χριστοφόρου;Mitr. Nikodimou Mylona - Georgiou Christoforou;34,7749310338644;32,418948549044
2477;Eleftherias Square 1;Πλατεία Ελευθερίας 1;Eleftherias Square 1;35,0325238834488;33,2525773142582
10416;Grigori Afxentiou - 103 Street 1;Γρηγόρη Αυξεντίου - 103 Δρόμος 1;Grigori Afxentiou - 103 Street 1;34,700829123559;32,9918434228803
1081;Avenue Eleftherias - Vasileiou Panagopoulou;Λεωφόρος Ελευθερίας - Βασιλείου Παναγοπούλου;Avenue Eleftherias - Vasileiou Panagopoulou;35,1567471411798;33,3066950299178
669;Larnakos - Lakonias;Λάρνακος - Λακωνίας;Larnakos - Lakonias;35,1662461782528;33,3814886126309
835;Ave. Athalassas - Petrou Iliadi;Λεωφ. Αθαλάσσας - Πέτρου Ηλιάδη;Ave. Athalassas - Petrou Iliadi;35,1425181123627;33,3681936569439
10843;Armenochori;Αρμενοχώρι;Armenochori;34,7440826076798;33,1292294290511
40181;Agia Triada Beach 1;Παραλία Αγία Τριάδα 1;Agia Triada Beach 1;35,0487842831874;34,0171919651821
4008;Lefkosias - Troodous 1;Λευκωσίας - Τροόδους 1;Lefkosias - Troodous 1;35,0314206678811;32,9008296438403
21932;Syneseio;Συνέσειο;Syneseio;34,9318796261455;33,6160225521027
11197;Kyperounta Hospital;Νοσοκομείο Κυπερούντας;Kyperounta Hospital;34,950619411433;32,9524349017202
10015;Christodoulou Chatzipavlou - Christodoulou Sozou;Χριστοδούλου Χατζηπαύλου - Χριστόδουλου Σώζου;Christodoulou Chatzipavlou - Christodoulou Sozou;34,6767417616956;33,0489580347666
20651;Avdellero Cemetery 2;Κοιμητήριο Αβδελλερού 2;Avdellero Cemetery 2;35,0105374325109;33,5679826086375
10672;Mytilinis - Antipaxou 1;Μυτιλήνης - Αντιπάξου 1;Mytilinis - Antipaxou 1;34,6659299910501;33,0045841034494
2821;Grigori Afxentiou - Kosti Palama;Γρηγόρη Αυξεντίου - Κωστή Παλαμά;Grigori Afxentiou - Kosti Palama;35,136662529355;33,1272561781652
2845;Koutrafas 2;Κουτραφάς 2;Koutrafas 2;35,104516559496;32,9724805292081
10193;Pafou - 28 Elementary School 2;Πάφου - 28 Δημοτικό Σχολείο 2;Pafou - 28 Elementary School 2;34,6779870140949;32,9971181459976
1373;Melinas Merkouri - Grigori Tzioni;Μελίνας Μερκούρη - Γρηγόρη Τζιωνή;Melinas Merkouri - Grigori Tzioni;35,1596657164608;33,3251304578803
2471;Michalaki Karaoli - Pentadaktylou;Μιχαλάκη Καραολή - Πενταδακτύλου;Michalaki Karaoli - Pentadaktylou;35,0372510985976;33,255869987755
10760;Agios Athanasios Industrial Zone 2;Βιομηχανική Αγίου Αθανασίου 2;Agios Athanasios Industrial Zone 2;34,7047983908233;33,0641965241074
11509;Michali Zavou - Georgiou Averof;Μιχάλη Ζαβού - Γεωργίου Αβέρωφ;Michali Zavou - Georgiou Averof;34,7088709923451;33,0704896862591
10420;Synergatismou - 55 Street 1;Συνεργατισμού - 55 Δρόμος 1;Synergatismou - 55 Street 1;34,6978081146837;32,9916035075637
10204;Ioanni Tsirou - Post Office 2;Ιωάννη Τσίρου - Ταχυδρομείο 2;Ioanni Tsirou - Post Office 2;34,6858454381703;33,035709980505
20119;7th Stop Tochni;7η Στάση Τόχνης;7th Stop Tochni;34,7772772632563;33,323240654419
40386;Kyriakou Matsi - Agiou Antoniou;Κυριάκου Μάτση - Αγίου Αντωνίου;Kyriakou Matsi - Agiou Antoniou;35,0257136740845;33,9557404806582
10782;Omirou - Konstantinou Davaki;Ομήρου - Κωνσταντίνου Δαβάκη;Omirou - Konstantinou Davaki;34,6940731829728;33,0513811656866
20183;Griva Digeni - 10th Stop;Γρίβα Διγενή - 10η Στάση;Griva Digeni - 10th Stop;34,7996184068604;33,3317017906043
373;Spyrou Kyprianou - Senior School 2;Σπύρου Κυπριανού - Senior School 2;Spyrou Kyprianou - Senior School 2;35,1059460392974;33,3586144550465
10083;Dodekanisou - Katholiki High School 1;Δωδεκανήσου - Γυμνάσιο Καθολικής 1;Dodekanisou - Katholiki High School 1;34,6833929067955;33,0345299106883
10390;Politismou - 100 Street 2;Πολιτισμού - 100 Δρόμος 2;Politismou - 100 Street 2;34,70040554303;32,9982311127694
11550;Agios Charalampos Church 1;Εκκλησία Αγίου Χαραλάμπους 1;Agios Charalampos Church 1;34,6783941742903;32,9207923006828
5017;Armenias - Ifigenias;Αρμενίας - Ιφιγενείας;Armenias - Ifigenias;35,1526731607923;33,3676245722761
2681;Katydata Square;Πλατεία Κατύδατα;Katydata Square;35,0833497241402;32,8883051057094
168;Kykladon - Sikinou;Κυκλάδων - Σικίνου;Kykladon - Sikinou;35,1182524914902;33,2884318485388
10526;Lykavittou - Kreontos 2;Λυκαβηττού - Κρέοντος 2;Lykavittou - Kreontos 2;34,7066363416928;33,0117934656204
21526;Akropoleos Ave. - Kantaras 2;Λεωφ. Ακροπολεως - Λευκάδος;Akropoleos Ave. - Kantaras 2;34,9755389142608;33,6806891997664
30912;Sotiraki Markidi - Agiou Fotiou;Σωτηράκη Μαρκίδη - Αγίου Φωτίου;Sotiraki Markidi - Agiou Fotiou;34,7627469593209;32,4243772691076
40389;Archiep. Makariou C´  - Christ. Karona;Αρχιεπ. Μακαρίου Γ´ - Χριστ. Κάρωνα;Archiep. Makariou C´  - Christ. Karona;35,0576789867598;33,949971944832
2851;Astromeritis Elementary School 1;Δημοτικό Σχολείο Αστρομερίτη 1;Astromeritis Elementary School 1;35,1398897247039;33,0336348157874
2840;Troodous - Potamiou;Τροόδους - Ποταμίου;Troodous - Potamiou;35,1372380385437;33,0357962067103
641;University of Cyprus - Oceanography Center;Πανεπιστήμιο Κύπρου - Ωκεανογραφικό Κέντρο;University of Cyprus - Oceanography Center;35,1443862687783;33,4071517965074
2749;Archangelou Michail - 1st Vyzakia;Αρχαγγέλου Μιχαήλ - 1η Βυζακιάς;Archangelou Michail - 1st Vyzakia;35,0766465223685;33,0127020365609
10733;Kokkinogias - Agiou Epiktitou 1;Κοκκινογιάς - Αγίου Επίκτητου 2;Kokkinogias - Agiou Epiktitou 1;34,7139317808572;33,0673706220355
21340;Katharis Elementary School 1;Δημοτικό Σχολείο Καθαρής 1;Katharis Elementary School 1;34,9327111555302;33,6279747004749
1187;Chrysanthou Mylona - Sofouli;Χρυσάνθου Μυλωνά - Σοφούλη;Chrysanthou Mylona - Sofouli;35,1487819805552;33,3691989591989
960;Ouranou - Agiou Emmanouil;Ουρανού - Αγίου Εμμανουήλ;Ouranou - Agiou Emmanouil;35,1191977198333;33,3506062080156
525;Ave. Geriou - Apostolou Andreou;Λεωφ. Γερίου - Αποστόλου Ανδρέου;Ave. Geriou - Apostolou Andreou;35,1056846557995;33,3934627694414
2034;Ave. Lemesou - Larnakos;Λεωφ. Λεμεσού - Λάρνακος;Ave. Lemesou - Larnakos;35,0070701416525;33,3939215651883
10144;Kolossi Community Stadium 2;Κοινοτ. Στάδιο Κολοσσίου 2;Kolossi Community Stadium 2;34,6748706425127;32,9410770294209
179;Anthoupoli Elementary School 2;Δημοτικό Σχολείο Ανθούπολης 2;Anthoupoli Elementary School 2;35,1064932010373;33,2887744656587
10373;26 Street 1;26 Δρόμος 1;26 Street 1;34,6897997792481;33,013363220865
30290;Aristeidi Tziamali - Solomou;Αριστείδη Τζιάμαλη - Σολωμού;Aristeidi Tziamali - Solomou;34,7860228919969;32,4601211338414
30608;4th Stop Kannaviou;4η Στάση Κανναβιού;4th Stop Kannaviou;34,9159888806687;32,5750730530311
396;Kantaras - Symis;Καντάρας - Σύμης;Kantaras - Symis;35,1284719457505;33,3330078070179
339;Bank of Cyprus Oncology Center 2;Ογκολογικό Κέντρο Τράπεζας Κύπρου 2;Bank of Cyprus Oncology Center 2;35,1529969561017;33,358875681513
845;Ave. Kiryneias - Kekropos;Λεωφ. Κηρυνείας - Κέκροπος;Ave. Kiryneias - Kekropos;35,1488375961857;33,3860732277324
10020;28 Oktovriou - Debenhams 2;28 Οκτωβρίου - Debenhams 2;28 Oktovriou - Debenhams 2;34,6885545404173;33,0690095156999
20324;Oktagono 2;Οκτάγωνο 2;Oktagono 2;34,7507300203995;33,3159918348286
20717;Pentaschoinos Tourist Area - 5th Stop;Τουριστική Πεντάσχοινος - 5η Στάση;Pentaschoinos Tourist Area - 5th Stop;34,7575864230767;33,4195356058681
40191;Pinias - Perneras Ave. 2;Πινιάς - Λεωφ. Περνέρας 2;Pinias - Perneras Ave. 2;35,0329272508308;34,0317071028224
40215;Protara - Kavo Gkreko Ave. - Symis;Λεωφ. Πρωταρά - Κάβο Γκρέκο - Σύμης;Protara - Kavo Gkreko Ave. - Symis;35,0022869766562;34,0600551685562
40416;Ammochostou Ave. - Dim. Christodoulou 2;Λεωφ. Αμμοχώστου - Δημη. Χριστοδούλου 2;Ammochostou Ave. - Dim. Christodoulou 2;35,0663764483538;33,960765581437
40541;Achna Livestock Area 1;Κτηνοτροφική Περιοχή Άχνας 1;Achna Livestock Area 1;35,0361062924448;33,7853745133991
40916;2nd Stop Frenaros Industrial Zone 2;2η Στάση Βιομηχ. Ζώνη Φρενάρους 2;2nd Stop Frenaros Industrial Zone 2;35,0376021848448;33,9094496467439
20510;Grigori Afxentiou Ave. - Angastinas;Λεωφ. Γρηγόρη Αυξεντίου - Αγγαστίνας;Grigori Afxentiou Ave. - Angastinas;34,9298543465796;33,5353229245344
30026;Agia Marina Church 1;Εκκλησία Αγίας Μαρίνας 1;Agia Marina Church 1;34,740216031928;32,5327807970096
30366;Kolpou Korallion Ave. - Lysis;Λεωφ. Κόλπου Κοραλλίων - Λύσης;Kolpou Korallion Ave. - Lysis;34,8535037194916;32,3758219564181
40333;C´ Paralimni Elementary School;Γ´ Δημοτικό Σχολείο Παραλιμνίου;C´ Paralimni Elementary School;35,0336524783339;33,9823515700069
1340;Themistokli Dervi - Florinis;Θεμιστοκλή Δέρβη - Φλωρίνης;Themistokli Dervi - Florinis;35,1656690623777;33,3578552232461
2871;Archiepiskopou Makariou C´ - Vyzakias 1;Αρχιεπισκόπου Μακαρίου Γ´ - Βυζακιάς 1;Archiepiskopou Makariou C´ - Vyzakias 1;35,1353375083106;33,1351135049382
11268;Panagia Pyrgiotissa Church 2;Εκκλησία Παναγία Πυργώτισσα2;Panagia Pyrgiotissa Church 2;34,7411356959217;33,1838686802865
40065;Achyronos - Konstantinou Kanari;Αχυρώνος - Κωνσταντίνου Κανάρη;Achyronos - Konstantinou Kanari;35,0059737842835;33,8932198137256
10094;Pafou - Evgeniou Voulgareos;Πάφου - Ευγενίου Βουλγάρεως;Pafou - Evgeniou Voulgareos;34,6757773149791;33,009136544433
11698;1st Louvaras 2;1η Λουβαράς 2;1st Louvaras 2;34,8384701274995;33,0404459699447
1201;Armenias - Ippokratous;Αρμενίας - Ιπποκράτους;Armenias - Ippokratous;35,1539069466671;33,365159796071
20475;Timios Prodromos Church 2;Εκκλησία Τιμίου Προδρόμου 2;Timios Prodromos Church 2;34,9174912160963;33,4021307797713
31956;Minthis - North Entrance;Μίνθης - Βόρεια Είσοδος;Minthis - North Entrance;34,8295581928868;32,4932901187969
40046;2nd Stop E.A.C. Dhekelia;2η Στάση Α.Η.Κ. Δεκέλεια;2nd Stop E.A.C. Dhekelia;34,9836893020752;33,7424402786189
31508;1st Stop Nea Dimmata;1η Στάση Νέα Δήμματα;1st Stop Nea Dimmata;35,137345521955;32,5217195832357
1399;Dodekanisou - Ikarias;Δωδεκανήσου - Ικαρίας;Dodekanisou - Ikarias;35,1202177402684;33,296121088008
279;Ave. Tseriou - Parnassou;Λεωφ. Τσερίου - Παρνασσού;Ave. Tseriou - Parnassou;35,1312423494677;33,3387486596876
11574;Aristagorou - Sopatrou;Αρισταγόρου - Σωπάτρου;Aristagorou - Sopatrou;34,7176921592159;33,012690583995
30002;Paphos Harbour Station;Σταθμός Κάτω Πάφου;Paphos Harbour Station;34,7565660916918;32,408533407359
11205;1 Apriliou - 5th Kyperounta 1;1 Απριλίου - 5η Κυπερούντας 1;1 Apriliou - 5th Kyperounta 1;34,9386868956006;32,9747370967164
856;Metochiou - Sina;Μετοχίου - Σινά;Metochiou - Sina;35,1671866558385;33,3444760111716
252;Ave. Archiepiskopou Makariou C - Strakka Lake 1;Λεωφ. Αρχιεπισκόπου Μακαρίου Γ - Λίμνη Στράκκα 1;Ave. Archiepiskopou Makariou C - Strakka Lake 1;35,0955523399445;33,2937498274336
10713;Archiep. Makariou C´ Ave. - Dimitriou Charalampous;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - Δημητρίου Χαραλάμπους;Archiep. Makariou C´ Ave. - Dimitriou Charalampous;34,6998288697662;33,0456740967569
4043;Livadia Lefkosias;Λιβάδια Λευκωσίας;Livadia Lefkosias;34,9457932105613;33,0227133861285
11144;Kato Platres Community Board 2;Κοινοτικό Συμβούλιο Κ. Πλατρών 2;Kato Platres Community Board 2;34,8797383786404;32,8421732279311
30711;Argaka Seaside Road - 4thStop;Παραλιακός Δρόμος Αργάκας - 4η Στάση;Argaka Seaside Road - 4thStop;35,0693893944989;32,4731998577449
40921;Paralimni Municipality;Δημαρχείο Παραλιμνίου;Paralimni Municipality;35,0405176522239;33,9830586648857
21626;Kiti Industrial Area;Βιοτεχνική Περιοχή Κιτίου;Kiti Industrial Area;34,8590622405164;33,5758990639372
10660;23 Elementary School - Agios Spyridonas 2;23 Δημοτικό Σχολείο - Αγίου Σπυρίδωνα 2;23 Elementary School - Agios Spyridonas 2;34,6675352619475;32,9986029129538
10148;Griva Digeni - Agiou Epiktitou.;Γρίβα Διγενή - Αγίου Επίκτητου;Griva Digeni - Agiou Epiktitou.;34,6779883226685;32,9360752421941
10124;Episkopi Community Council 2;Κοινοτ. Συμβούλιο Επισκοπής 2;Episkopi Community Council 2;34,6710583252237;32,9024508329229
21499;Archiep. Makariou C´ Ave. - 4th Stop;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - 4η Στάση;Archiep. Makariou C´ Ave. - 4th Stop;34,9883428130875;33,6807951734098
30050;Archiep. Makariou C` Ave. - Ippokratous;Λεωφ. Αρχιεπ. Μακαρίου Γ` - Ιπποκράτους;Archiep. Makariou C` Ave. - Ippokratous;34,7586955567914;32,4572177929723
75;Olympic Swimming Pool 2;Ολυμπιακό Κολυμβητήριο 2;Olympic Swimming Pool 2;35,172565315443;33,3492208456128
5201;Olympion;Ολύμπιον;Olympion;35,1373928758773;33,2006170720047
4084;Archiep. Makariou C - 1st Flasou;Αρχιεπ. Μακαρίου Γ - 1η Φλάσου;Archiep. Makariou C - 1st Flasou;35,0680559688102;32,8878982009964
10500;Renou Fragkoudi - Konstantinou Symeonidi 2;Ρένου Φραγκούδη - Κωνσταντίνου Συμεωνίδη 2;Renou Fragkoudi - Konstantinou Symeonidi 2;34,6981313118181;33,0205709403801
21266;A´ Agios Lazaros Elementary School 1;Α´ Δημοτικό Σχολείο Αγίου Λαζάρου 1;A´ Agios Lazaros Elementary School 1;34,9112276463267;33,6305148869678
30303;Nikolaou Nikolaidi Ave. - Vasili Michailidi;Λεωφ. Νικ. Νικολαΐδη - Βασίλη Μιχαηλίδη;Nikolaou Nikolaidi Ave. - Vasili Michailidi;34,780301066386;32,4333048926453
11710;Monagri 1;Μονάγρι 1;Monagri 1;34,8095971287364;32,9116250209466
31874;Pentalia 2;Πενταλιά 2;Pentalia 2;34,8560742590407;32,620780255975
10402;130 Street - 131 Street 2;130 Δρόμος - 131 Δρόμος 2;130 Street - 131 Street 2;34,7068982505631;32,9933716146245
10181;Trion Ierarchon - Keryneias;Τριών Ιεραρχών - Κερύνειας;Trion Ierarchon - Keryneias;34,6871461281834;32,972422860782
11847;Evagora Pallikaridi - Kosti Palama;Ευαγόρα Παλληκαρίδη - Κωστή Παλαμά;Evagora Pallikaridi - Kosti Palama;34,7009066975788;32,9693281845363
10211;Archiep. Makariou C´ Ave. - Alasias;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - Αλασίας;Archiep. Makariou C´ Ave. - Alasias;34,6874010936318;33,0485603672913
31110;Stratigou Alex. Papagou - Georg. Karaiskaki;Στρατηγού Αλεξ. Παπάγου - Γεωργ. Καραϊσκάκη;Stratigou Alex. Papagou - Georg. Karaiskaki;34,7719086753291;32,4339523975073
30069;Polis Chrysochous Bus Station;Σταθμός Πόλις Χρυσοχούς;Polis Chrysochous Bus Station;35,0332381728798;32,4252716391202
20555;Pizavou - Ioannou Georgiou;Πιζαβού - Ιωάννου Γεωργίου;Pizavou - Ioannou Georgiou;34,8688876330651;33,4970164846634
956;Ave. Konstantinoupoleos - Agisipoleos;Λεωφ. Κωνσταντινουπόλεως - Αγησιπόλεως;Ave. Konstantinoupoleos - Agisipoleos;35,1207116795016;33,3446424154138
2070;Pera Chorio Nisou High School 2;Γυμνάσιο Πέρα Χωριού Νήσου 2;Pera Chorio Nisou High School 2;35,0166249380843;33,4059585282416
2520;Ergates Public Kindergarden;Νηπιαγωγείο Εργατών;Ergates Public Kindergarden;35,057126526223;33,2465777238506
305;Agioi Konstantinos and Eleni Church 2;Εκκλησία Αγίων Κωνσταντίνου και Ελένης 2;Agioi Konstantinos and Eleni Church 2;35,0793475082399;33,3258316347264
11647;Agnooumenon - 1st Pentakomo 2;Αγνοουμένων - 1η Πεντακώμου 2;Agnooumenon - 1st Pentakomo 2;34,7311807965452;33,2357749381036
30641;Archiep. Makariou C` Ave. - Gerolakkou Ave.;Λεωφ. Αρχιεπ. Μακαρίου Γ` - Λεωφ. Γερόλακκου;Archiep. Makariou C` Ave. - Gerolakkou Ave.;34,8409790005802;32,4689937307068
