code;description;description[el];description[en];lat;lon
40156;Eleftheria Square;Πλατεία Ελευθερίας;Eleftheria Square;35,0277749558078;33,9516099188182
10569;Agias Fylaxeos - Spyridonos Trikoupi;Αγίας Φυλάξεως - Σπυρίδωνος Τρικούπη;Agias Fylaxeos - Spyridonos Trikoupi;34,6980836381028;33,0324505302835
11604;Agios Mamas Community Board 1;Κοινοτικό Συμβούλιο Αγίου Μάμαντος 1;Agios Mamas Community Board 1;34,8511359070042;32,9488058038615
20487;Mosfiloti Elementary School;Δημοτικό Σχολείο Μοσφιλωτής;Mosfiloti Elementary School;34,9515405905541;33,4235222641825
2228;Agia Varvara Church;Εκκλησία Αγίας Βαρβάρας;Agia Varvara Church;35,0410532052962;33,1424685603801
2245;Makariou C´ Ave. - 2nd Agios Epifanios;Λεωφ. Μακαρίου Γ´ - 2η Αγίου Επιφανίου;Makariou C´ Ave. - 2nd Agios Epifanios;34,9968992843084;33,121954800579
21463;Keryneias;Κερύνειας;Keryneias;34,8335994119586;33,5810368017907
30132;Christou Kkeli Ave. - Zolias;Λεωφ. Χρίστου Κκέλη - Ζολιάς;Christou Kkeli Ave. - Zolias;34,7974695293554;32,4196868573255
30532;Filousa Kelokedaron;Φιλούσα Κελοκεδάρων;Filousa Kelokedaron;34,852244605073;32,7424178329267
40179;Protara Ave. - 5th Stop;Λεωφ. Πρωταρά - 5η Στάση;Protara Ave. - 5th Stop;35,0487307058956;34,0106563870134
11824;Eleftherias - Rigainis 2;Ελευθερίας - Ρηγαίνης 2;Eleftherias - Rigainis 2;34,7150488131623;33,1068617796618
150;Engomi Elementary School B 1;Β Δημοτικό Σχολείο Έγκωμης 1;Engomi Elementary School B 1;35,1534316617827;33,3296510353618
30195;Elefth. Venizelou Ave. - Christod. Tsielepou;Λεωφ. Ελευθ. Βενιζέλου - Χριστοδ. Τσιέλεπου;Elefth. Venizelou Ave. - Christod. Tsielepou;34,7808368584499;32,426404743787
30186;Dimokratias Ave. - Andrea Evagorou;Λεωφ. Δημοκρατίας - Ανδρέα Ευαγόρου;Dimokratias Ave. - Andrea Evagorou;34,7769472198322;32,44322945016
10191;Ilia Kannaourou - 9 Street;Ηλία Καννάουρου - 9 Δρόμος;Ilia Kannaourou - 9 Street;34,6811517660152;32,9881992322345
11560;Solomou Solomou - Vasili Michailidi;Σολωμού Σολωμού - Βασίλη Μιχαηλίδη;Solomou Solomou - Vasili Michailidi;34,7006881214526;32,9394863844888
10453;Evgeniou Voulgareos - Athinokleous 2;Ευγενίου Βουλγάρεως - Αθηνοκλέους 2;Evgeniou Voulgareos - Athinokleous 2;34,685002893755;33,0047379929331
5104;Ftelias - Filipou ;Φτελίας - Φιλίππου;Ftelias - Filipou ;35,0797660179725;33,405360609567
21128;Leontiou Machaira - Kerkyras;Λεόντιου Μαχαιρά - Κερκύρας;Leontiou Machaira - Kerkyras;34,9244581991325;33,6318532492988
21876;Ioanni Makrygianni - Panagias Aimatousis;Ιωάννη Μακρυγιάννη - Παναγίας Αιματούσης;Ioanni Makrygianni - Panagias Aimatousis;34,9481022535994;33,5716694659924
20607;Tasou Konstantinou Ave. - 1st Stop;Λεωφ. Τάσου Κωνσταντίνου - 1η Στάση;Tasou Konstantinou Ave. - 1st Stop;34,8227207469491;33,46430567669
30420;Agiou Georgiou Ave. - 3rd Stop;Λεωφ. Αγίου Γεωργίου - 3η Στάση;Agiou Georgiou Ave. - 3rd Stop;34,8809670080304;32,3492863899239
30207;Potima Beach 2;Παραλία Ποτίμων 2;Potima Beach 2;34,8346019742066;32,391625747483
2841;Troodous - Grigori Afxentiou;Τροόδους - Γρηγόρη Αυξεντίου;Troodous - Grigori Afxentiou;35,13742701768;33,0370696317743
20578;Filias Ave. - Chrysanthemon;Λεωφ. Φιλίας - Χρυσανθέμων;Filias Ave. - Chrysanthemon;34,8594448221074;33,4929447384413
40188;Vrysoudion - 4th Stop;Βρυσουδιών - 4η Στάση;Vrysoudion - 4th Stop;35,0418758899428;34,0312494864957
711;Ave. Georgiou Griva Digeni - Metochi Kikkou 2;Λεωφ. Γεωργίου Γρίβα Διγενή - Μετόχι Κύκκου 2;Ave. Georgiou Griva Digeni - Metochi Kikkou 2;35,1609041560846;33,3404197967511
2314;Klirou Cinema 2;Κινηματογράφος Κλήρου 2;Klirou Cinema 2;35,0163832951577;33,1692579874425
10264;Omonoias Ave. - Aiginis;Λεωφ. Ομονοίας - Αιγίνης;Omonoias Ave. - Aiginis;34,6675344719583;33,0139490407962
2631;Ag. Ioannis Theologos Church 1;Εκκλησία Αγ. Ιωάννη Θεολόγου 1;Ag. Ioannis Theologos Church 1;35,0097857911229;32,8982692018083
11845;Trion Ierarchon - Evropis;Τριών Ιεραρχών - Ευρώπης;Trion Ierarchon - Evropis;34,6871450217539;32,9679030927048
11303;Arakapas Community Board;Κοινοτικό Συμβούλιο Αρακαπά;Arakapas Community Board;34,8440058882175;33,1134487840202
11781;Kremastis Rodou - Aristotelous;Κρεμαστής Ρόδου - Αριστοτέλους;Kremastis Rodou - Aristotelous;34,6749844946738;32,8956348245429
21535;Archiep. Makariou C´ Ave. - Grigori Afxentiou;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - Γρηγόρη Αυξεντίου;Archiep. Makariou C´ Ave. - Grigori Afxentiou;34,852917927911;33,5533219440082
20001;2nd Stop Psematismenos;2η Στάση Ψεματισμένου;2nd Stop Psematismenos;34,7684763110262;33,3460785337345
1379;Ave. Grigori Afxentiou - Ioanninon;Λεωφ. Γρηγόρη Αυξεντίου - Ιωαννίνων;Ave. Grigori Afxentiou - Ioanninon;35,1710435528763;33,3389465999582
720;Ave. Digeni Akrita - Agios Antonios Market 1;Λεωφ. Διγενή Ακρίτα - Αγορά Αγίου Αντωνίου 1;Ave. Digeni Akrita - Agios Antonios Market 1;35,1671199487739;33,37014932196
20725;Archiepiskopou Paisiou;Αρχιεπισκόπου Παϊσίου;Archiepiskopou Paisiou;34,9218408687037;33,6002917535577
21417;Archiep. Makariou C´ Ave. - Filiou Tsigaridi 1;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - Φιλιου Τσιγαριδη 1;Archiep. Makariou C´ Ave. - Filiou Tsigaridi 1;34,9187528603531;33,6365279619346
21811;Grigori Afxentiou Ave. - Foinikoudes 2;Λεωφ. Γρηγόρη Αυξεντίου - Φονιικούδες 2;Grigori Afxentiou Ave. - Foinikoudes 2;34,9178223662695;33,6351304406883
30854;7th Stop Letymvou 1;7η Στάση Λετύμβου 1;7th Stop Letymvou 1;34,8563210929066;32,5406690558807
56;Kleisthenous - Myronos;Κλεισθένους - Μύρωνος;Kleisthenous - Myronos;35,139136787559;33,2994059235941
10813;Panagioti Tsagkari - Kalliopis 1;Παναγιώτη Τσαγκάρη - Καλλιόπης 1;Panagioti Tsagkari - Kalliopis 1;34,695373786317;33,0808834685888
30120;Agios Nektarios Church 2;Εκκλησία Αγίου Νεκταρίου 2;Agios Nektarios Church 2;34,7948472119548;32,4181748498655
6009;Nikokleous - Faneromeni;Νικοκλέους -Φανερωμένη;Nikokleous - Faneromeni;35,1737183623535;33,3618988818303
10902;Enaerios 2;Εναέριος 2;Enaerios 2;34,6858096059218;33,0584394484572
10396;103 Street - 120 Street 2;103 Δρόμος - 120 Δρόμος 2;103 Street - 120 Street 2;34,7024795510393;32,9946276899176
20514;Aigialousas - Vitsadas;Αιγιαλούσας - Βιτσάδας;Aigialousas - Vitsadas;34,9279862622025;33,5397341676824
515;Ave. Archiepiskopou Makariou C - Petrou Iliadi;Λεωφ. Αρχιεπισκόπου Μακαρίου Γ - Πέτρου Ηλιάδη;Ave. Archiepiskopou Makariou C - Petrou Iliadi;35,1123129843941;33,3819723120534
20726;Agios Georgios Church 1;Εκκλησία Αγίου Γεωργίου 1;Agios Georgios Church 1;34,9228559002927;33,6083351448841
30526;1st Stop Mamonia;1η Στάση Μαμώνια;1st Stop Mamonia;34,7697493118779;32,6358847744959
30597;1st Stop Psathi;1η Στάση Ψάθι;1st Stop Psathi;34,8980256994353;32,5285178794268
11687;Zoopigi 1;Ζωοπηγή 1;Zoopigi 1;34,8617324048048;33,0156227969874
20180;Choirokoitia Community Stadium 1;Κοινοτικό Στάδιο Χοιροκοιτίας 1;Choirokoitia Community Stadium 1;34,8026391166028;33,3284560186436
10200;Archiep. Makariou C´ Ave. - Souez 2;Λεωφ. Αρχιεπ. Μακαρίου Γ´ -  Σουέζ 2;Archiep. Makariou C´ Ave. - Souez 2;34,6762176885773;33,0212204734455
11095;Trimiklini Elementary School 2;Δημοτικό Σχολείο Τριμίκλινης 2;Trimiklini Elementary School 2;34,8496715899568;32,9114071771834
21320;Larnaka Community Centre;Κοινοτικό Κέντρο Λάρνακας;Larnaka Community Centre;34,9120294525845;33,6323929153643
823;Ave. Athalassas - Adamantiou Korai;Λεωφ. Αθαλάσσας - Αδαμαντίου Κοραή;Ave. Athalassas - Adamantiou Korai;35,1488178815494;33,351051585507
2308;Agios Georgios Church 2;Εκκλησία Αγίου Γεωργίου 2;Agios Georgios Church 2;35,0056075939349;33,1625834122199
2517;Markou Drakou;Εκκλησία Αγίας Παρασκευής;Markou Drakou;35,0541740041373;33,2440247589294
20112;Agion Kon/nou kai Elenis;Δημοτικό Σχολείο Τόχνης;Agion Kon/nou kai Elenis;34,778638170201;33,3235301237584
10590;Steliou Kazantzidi - Konstantinou Avgeraki 1;Στέλιου Καζαντζίδη - Κωνσταντίνου Αυγεράκη 1;Steliou Kazantzidi - Konstantinou Avgeraki 1;34,6960485114834;32,9815040870511
20498;Makariou C' Ave. - Larnakos Ave. 1;Λεωφ. Μακαρίου Γ' - Λεωφ. Λάρνακος 1;Makariou C' Ave. - Larnakos Ave. 1;34,9463483717123;33,4625812813107
10533;Ileias - Chytron;Ηλείας - Χύτρων;Ileias - Chytron;34,7179983696637;33,0160544124001
21123;Louther King - Thiras;Λούθερ Κινγκ - Θήρας;Louther King - Thiras;34,932797896869;33,632114284196
654;Agios Dometios Police Station 1;Αστυνομικός Σταθμός Αγίου Δομετίου 1;Agios Dometios Police Station 1;35,1684008795973;33,3326763572084
2811;Palaiometocho Lyceum 2;Λύκειο Παλαιομετόχου 2;Palaiometocho Lyceum 2;35,1471213033133;33,1843051284717
10476;Debenhams Apollon 2;Debenhams Apollon 2;Debenhams Apollon 2;34,6859546466751;33,0321401165136
21893;Aigyptou Ave. - Petraki Giallourou;Λεωφ. Αιγύπτου - Πετράκη Γιάλλουρου;Aigyptou Ave. - Petraki Giallourou;34,9138343201447;33,6233973651045
21869;Agios Fanourios Church 1;Εκκλησία Αγίου Φανουρίου 1;Agios Fanourios Church 1;34,9450776818517;33,594985470846
836;Ave. Athalassas - Andrea Avraamidi;Λεωφ. Αθαλάσσας - Ανδρέα Αβρααμίδη;Ave. Athalassas - Andrea Avraamidi;35,1423555053648;33,3682917237483
11675;1st Dymes - 2;1η Δύμες - 2;1st Dymes - 2;34,9211669900153;32,9812894995674
20363;Georg. Griva Digeni Ave. - 1 Apriliou Ave.;Λεωφ. Γεώργ. Γρίβα Διγενή - Λεωφ. 1 Απριλίου;Georg. Griva Digeni Ave. - 1 Apriliou Ave.;34,9179424535888;33,6206149027479
20281;Artemidos Ave. - Patticheion;Λεωφ. Αρτέμιδος - Παττίχειο;Artemidos Ave. - Patticheion;34,903988786381;33,6301092877614
31856;Evagora Pallikaridi - Charalambou Mouskou 2;Ευαγόρα Παλληκαρίδη - Χαράλαμπου Μούσκου 2;Evagora Pallikaridi - Charalambou Mouskou 2;34,7763634448883;32,4224466703481
30586;Agia Marina Kelokedaron 1;Αγία Μαρίνα Κελοκεδάρων 1;Agia Marina Kelokedaron 1;34,8291623734139;32,6139812209324
30700;8th Stop Pomos;8η Στάση Πωμός;8th Stop Pomos;35,1681343634936;32,5487285563906
295;Ave. Tseriou - Themistokleous;Λεωφ. Τσερίου - Θεμιστοκλέους;Ave. Tseriou - Themistokleous;35,1037393743638;33,3290997262012
10111;Pafou - 1 Maiou;Πάφου - 1 Μαΐου;Pafou - 1 Maiou;34,6737328890035;32,9223140000444
21919;1 Apriliou Ave. - Stadiou;Λεωφ. 1 Απριλίου - Σταδίου;1 Apriliou Ave. - Stadiou;34,9977388100266;33,6919516556911
20415;Kiti - Mazotos Road - 6th Stop;Δρόμος Κίτι - Μαζωτός - 6η Στάση;Kiti - Mazotos Road - 6th Stop;34,804869492907;33,5149550230645
40104;Kryou Nerou Ave. - Melission;Λεωφ. Κρύου Νερού - Μελισσιών;Kryou Nerou Ave. - Melission;34,9876497856868;34,0041638620647
40536;Karyon - Xanthou Samara;Καρυών - Ξάνθου Σαμάρα;Karyon - Xanthou Samara;35,0317127287166;33,8395752137723
40329;Paralimni Lyceum;Λύκειο Παραλιμνίου 1;Paralimni Lyceum;35,0521392278799;33,9809829675599
337;Nikis - Kasou;Νίκης - Κάσου;Nikis - Kasou;35,1564449048301;33,3577269883687
11748;Sykopetra 2;Συκόπετρα 2;Sykopetra 2;34,8788159032445;33,1113737291339
10649;Epimitheos 1;Επιμηθέως 1;Epimitheos 1;34,6658306945301;32,9932766562984
40533;Avgorou Ethnographic Museum 2;Εθνογραφικό Μουσείο Αυγόρου 2;Avgorou Ethnographic Museum 2;35,0396794470174;33,8402048852976
647;Ave. Athalassis - UCY Student Halls 1;Λεωφ. Αθαλάσσης - Φοιτητική Εστία 1;Ave. Athalassis - UCY Student Halls 1;35,1438813067368;33,4044597053849
10400;120 Street - 127 Street 1;120 Δρόμος - 127 Δρόμος 1;120 Street - 127 Street 1;34,7057528865931;32,9918320198924
11540;Tilemachou Alavera - Kyrillou Loukareos;Τηλεμάχου Αλαβέρα - Κυρίλλου Λουκάρεως;Tilemachou Alavera - Kyrillou Loukareos;34,6914145595001;33,0061795179024
11194;Archiep. Makariou C´ Ave. - 12th Kyperounta;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - 12η Κυπερούντας;Archiep. Makariou C´ Ave. - 12th Kyperounta;34,949129420956;32,9473431147341
21138;Lands and Surveys Office 2;Κτηματολόγιο 2;Lands and Surveys Office 2;34,9303692950304;33,6292050639076
1217;Antistaseos - Anagenniseos;Αντιστάσεως - Αναγεννήσεως;Antistaseos - Anagenniseos;35,1128993294097;33,3875826167195
153;Archagelou Michail - Nikola Vasili Chatzigianni;Αρχαγγέλου Μιχαήλ - Νικόλα Βασίλη Χατζηγιάννη;Archagelou Michail - Nikola Vasili Chatzigianni;35,1491214019724;33,3263400720184
2878;Kikkos Parking;Kikkos Parking;Kikkos Parking;34,9826945015057;32,7434890781258
2817;Grigori Afxentiou - 2nd Akaki 2;Γρηγόρη Αυξεντίου - 2η Ακακίου 2;Grigori Afxentiou - 2nd Akaki 2;35,1373454073169;33,1454462430781
10480;Petrou Tsirou - Alkamenous;Πέτρου Τσίρου - Αλκαμένους;Petrou Tsirou - Alkamenous;34,6905177459796;33,0319890315422
10700;Markou Drakou - Feidonos 2;Μάρκου Δράκου - Φείδωνος 2;Markou Drakou - Feidonos 2;34,7025802896409;33,0430222087096
31910;5th Stop Chrysochou  1;5η Στάση Χρυσοχού 1;5th Stop Chrysochou  1;35,0028810052829;32,4415716822905
40204;Protara - Kavo Gkreko Ave. - Dionysou;Λεωφ. Πρωταρά - Κάβο Γκρέκο - Διονύσου;Protara - Kavo Gkreko Ave. - Dionysou;35,0187424764951;34,0444952580868
21191;Oroklini Elementary School 1;Δημοτικό Σχολείο Ορόκλινης 1;Oroklini Elementary School 1;34,9817969322277;33,6577771663422
11092;Panagias Eleousis Ave. - 1st Trimiklini 2;Λεωφ. Παναγίας Ελεούσης - 1η Τριμίκλινης 2;Panagias Eleousis Ave. - 1st Trimiklini 2;34,8538658489568;32,9128576066831
40506;Perneras Ave. - Odysseos;Λεωφ. Περνέρας - Οδυσσέως;Perneras Ave. - Odysseos;35,0283722100142;34,0382269848111
10780;10 Elementary School - Chalkoutsa 1;10 Δημοτικό Σχολείο - Χαλκούτσας 1;10 Elementary School - Chalkoutsa 1;34,6960215028843;33,050290521846
10619;Archiep. Makariou C´ - Ilia Kannaourou 2;Αρχιεπ. Μακαρίου Γ´ - Ηλία Καννάουρου 2;Archiep. Makariou C´ - Ilia Kannaourou 2;34,6843936251682;32,9645308158319
262;Andrea Zitti - Grigori Afxentiou Avenue;Ανδρέα Ζίττη - Λεωφόρος Γρηγόρη Αυξεντίου;Andrea Zitti - Grigori Afxentiou Avenue;35,0839100688512;33,2749386376613
21003;American Academy 2;Αμερικάνικη Ακαδημία 2;American Academy 2;34,9182814217503;33,6266057953971
250;Ave. Archiepiskopou Makariou C - Mesotopitissas;Λεωφ. Αρχιεπισκόπου Μακαρίου Γ - Μεσοτοπίτισσας;Ave. Archiepiskopou Makariou C - Mesotopitissas;35,0979264399778;33,2964025327473
10666;Miltonos - Erikou Ipsen;Μίλτωνος - Ερίκου Ίψεν;Miltonos - Erikou Ipsen;34,668914932584;33,0044532887858
21249;Kiti Municipal Stadium 2;Κοινοτικό Στάδιο Κιτίου 2;Kiti Municipal Stadium 2;34,8500409969951;33,5766894115041
10237;Kathetos Limaniou - Georgiou Varnakioti 2;Κάθετος Λιμανιού - Γεωργίου Βαρνακιώτη 2;Kathetos Limaniou - Georgiou Varnakioti 2;34,6752721401832;32,9888113486574
20301;Kiti Elementary School 2;Δημοτικό Σχολείο Κιτίου 2;Kiti Elementary School 2;34,8540845929134;33,5796930692122
31562;Latsi Beach 1;Παραλία Λατσί 1;Latsi Beach 1;35,0407977264116;32,3854305407177
40302;Protara - Kavo Gkreko Ave. - 3rd Stop;Λεωφ. Πρωταρά - Κάβο Γκρέκο - 3η Στάση;Protara - Kavo Gkreko Ave. - 3rd Stop;35,0350060240212;34,0258133358756
10369;30 Street 2;30 Δρόμος 2;30 Street 2;34,6887809517385;33,011441571809
30286;Armou Village Centre;Κέντρο Αρμού;Armou Village Centre;34,7992659408914;32,4799527543174
2329;Ave. Archiepiskopou Makariou C - Dikomou;Λεωφ. Αρχιεπισκόπου Μακαρίου Γ - Δικώμου;Ave. Archiepiskopou Makariou C - Dikomou;35,0448963245622;33,1933513543483
10489;Vasileos Georgiou B´ - Sina;Βασιλέως Γεωργίου Β´ - Σινά;Vasileos Georgiou B´ - Sina;34,6978321587039;33,0283559127123
10157;Ammochostou - Ag. Foteini & Ap. Andreas Church 1;Αμμοχώστου - Εκκλησία Αγ. Φωτεινής &  Απ. Ανδρέα 1;Ammochostou - Ag. Foteini & Ap. Andreas Church 1;34,6784965743727;32,9426027262869
10912;Gernan Oncology Hospital 1;Γερμανικό Ογκολογικό Νοσοκομείο 1;Gernan Oncology Hospital 1;34,7298514201105;33,0614523881566
30870;Akamantos Ave. - 2nd Stop;Λεωφ. Ακάμαντος - 2η Στάση;Akamantos Ave. - 2nd Stop;35,0346971710619;32,4098691750489
30727;2nd Stop Miliou 2;2η Στάση Μηλιου 2;2nd Stop Miliou 2;34,9392689402551;32,4606956428139
10077;Fragklinou Rousvelt - Synergatismou;Φραγκλίνου Ρούσβελτ - Συνεργατισμού;Fragklinou Rousvelt - Synergatismou;34,6664867793441;33,0242413375462
202;Ave. Dimostheni Severi - Prespas;Λεωφ. Δημοσθένη Σεβέρη - Πρέσπας;Ave. Dimostheni Severi - Prespas;35,1615966037694;33,3536648847321
10409;143 Street - Eptakomis;143 Δρόμος - Επτακώμης;143 Street - Eptakomis;34,7067804856129;32,986819687328
10187;Petraki Giallourou - Ilia Kannaourou;Πετράκη Γιάλλουρου - Ηλία Καννάουρου;Petraki Giallourou - Ilia Kannaourou;34,6837375054404;32,9730790030773
11818;Profiti Ilia - Dimitriou Poliorkiti 1;Προφήτη Ηλία - Δημητρίου Πολιορκητή 1;Profiti Ilia - Dimitriou Poliorkiti 1;34,7072095677011;33,109920202113
30075;Poseidonos Ave. - 10th Stop;Λεωφ. Ποσειδωνος - 10η Στάση;Poseidonos Ave. - 10th Stop;34,7404829632574;32,4341231201536
1001;Ave. Ammochostou - Tzon Kennenty Avenue;Λεωφ. Αμμοχώστου - Λεωφόρος Τζων Κέννεντυ;Ave. Ammochostou - Tzon Kennenty Avenue;35,1690069908407;33,397819638183
11536;Ariadnis - Alkaiou;Αριάδνης - Αλκαίου;Ariadnis - Alkaiou;34,7046877539718;33,1063243140364
10287;21 Elementary School - Kontovatheia 2;21 Δημοτικό Σχολείο - Κοντοβάθεια 2;21 Elementary School - Kontovatheia 2;34,6981796428722;33,0427906370358
2424;Grigori Afxentiou Ave. - Agiou Ioanni;Λεωφ. Γρηγόρη Αυξεντίου - Αγίου Ιωάννη;Grigori Afxentiou Ave. - Agiou Ioanni;35,0047177833814;33,2552097311352
22084;Municipal Park 2;Δημοτικός Κήπος 2;Municipal Park 2;34,9168095577485;33,6269996632646
21492;1 Avenue - 16 Odos;1 Λεωφόρος - 16 Οδος;1 Avenue - 16 Odos;35,0059485967536;33,6896426274922
40198;Perneras Ave. - 3rd Stop;Λεωφ. Περνέρας - 3η Στάση;Perneras Ave. - 3rd Stop;35,0271555393389;34,0392091150548
40175;Agia Varvara Church 1;Εκκλησία Αγίας Βαρβάρας 1;Agia Varvara Church 1;35,0451536141066;34,0016436482031
40344;Paralimni - Agia Napa Road - 4th Stop;Δρόμος Παραλίμνι - Αγία Νάπα - 4η Στάση;Paralimni - Agia Napa Road - 4th Stop;35,002389368232;33,9990838762707
884;Makedonitissis - Archangelou Michail;Μακεδονιτίσσης - Αρχαγγέλου Μιχαήλ;Makedonitissis - Archangelou Michail;35,1468491583232;33,3263090443113
2828;Lefkosias Ave. - Christou Tsiarta Ave. 1;Λεωφ. Λευκωσίας - Λεωφ. Χρίστου Τσιάρτα 1;Lefkosias Ave. - Christou Tsiarta Ave. 1;35,1327118069106;33,087954338684
10459;Marinou Geroulanou - Agaristis 1;Μαρίνου Γερουλάνου - Αγαρίστης 1;Marinou Geroulanou - Agaristis 1;34,6809351892147;33,0132307985972
30204;Michalaki Kyprianou Ave. - Agiou Georgiou Ave.;Λεωφ. Μιχαλάκη Κυπριανού - Λεωφ. Αγίου Γεωργίου;Michalaki Kyprianou Ave. - Agiou Georgiou Ave.;34,8536566818648;32,3810496621429
20308;Kiti - Mazotos Road - 2nd Stop;Δρόμος Κίτι - Μαζωτός - 2η Στάση;Kiti - Mazotos Road - 2nd Stop;34,8358401143783;33,5510312461539
40016;B´ Avgorou Elementary School 2;Β´ Δημοτικό Σχολείο Αυγόρου 2;B´ Avgorou Elementary School 2;35,042942871871;33,8324647969131
1375;Melinas Merkouri - Andrea Pavlidi;Μελίνας Μερκούρη - Ανδρέα Παυλίδη;Melinas Merkouri - Andrea Pavlidi;35,1593945929034;33,3286978723974
2834;Troodous - Skopy 1;Τροόδους - Σκόπυ 1;Troodous - Skopy 1;35,1364457426701;33,0563117924992
704;Georg. Griva Digeni Ave. - Kolakasidi Roundabout 1;Λεωφ. Γεωργίου Γρίβα Διγενή - Κόμβος Κολακασίδη 1;Georg. Griva Digeni Ave. - Kolakasidi Roundabout 1;35,1658331978129;33,3184347245845
20427;Psevdas Community Stadium 2;Κοινοτικό Στάδιο Ψευδά 2;Psevdas Community Stadium 2;34,9457110646022;33,4665311400586
2626;E.A.C.Galata 2;Α.Η.Κ. Γαλάτας 2;E.A.C.Galata 2;34,9930343904056;32,9019059976224
726;Agiou Andreou - Markou Drakou;Αγίου Ανδρέου - Μάρκου Δράκου;Agiou Andreou - Markou Drakou;35,1747635687111;33,3769379111749
20129;Archiep. Makariou C´ Ave. - 4th Stop;Λεωφ. Αρχιεπ. Μακαρίου Γ´ - 4η Στάση;Archiep. Makariou C´ Ave. - 4th Stop;34,7655952102849;33,3001816297289
20369;Municipal Library 1;Δημοτική Βιβλιοθήκη 1;Municipal Library 1;34,9163428757828;33,6248175920962
30176;5th Stop Neo Chorio Pafou;5η Στάση Νέο Χωρίο Πάφου;5th Stop Neo Chorio Pafou;35,0278517725078;32,3649514112114
10729;Charalampou Evagorou - Kosta Monti;Χαράλαμπου Ευαγόρου - Κώστα Μόντη;Charalampou Evagorou - Kosta Monti;34,7130315894139;33,0644212994148
11062;Panagia Chrisokorfitissa Church 1;Εκκλησία Παναγίας Χρυσοκορφήτισσας 1;Panagia Chrisokorfitissa Church 1;34,7942491757024;32,9658065402518
30722;1st Stop Giolou;1η Στάση Γιόλου;1st Stop Giolou;34,9199431699347;32,4726896092335
10392;100 Street - 101 Street 2;100 Δρόμος - 101 Δρόμος 2;100 Street - 101 Street 2;34,7005137329734;32,9969754172803
10197;Pafou - Dimosthenous;Πάφου - Δημοσθένους;Pafou - Dimosthenous;34,6749834247207;33,0126404032058
10024;Vasileos Georgiou A´ - Park Beach Hotel;Βασιλέως Γεωργίου Α´ - Ξενοδοχείο Park Beach;Vasileos Georgiou A´ - Park Beach Hotel;34,6938659197996;33,0836661411318
11335;Agios Ioannis Elementary School;Δημοτικό Σχολείο Αγ. Ιωάννη;Agios Ioannis Elementary School;34,8962695017884;33,0184312303408
11183;Lemesos - Troodos Road - Moniatis 1;Δρόμος Λεμεσού - Τροοδους -  Μονιάτης 1;Lemesos - Troodos Road - Moniatis 1;34,8660853017798;32,9017396994394
11543;Kremastis Rodou - Spyrou Petousi;Κρεμαστής Ρόδου - Σπύρου Πετούση;Kremastis Rodou - Spyrou Petousi;34,6745721038743;32,8985170758957
85;Ave. Grigori Afxentiou - Agios Georgios Church 2;Λεωφ. Γρηγόρη Αυξεντίου - Εκκλησία Αγ. Γεωργίου 2;Ave. Grigori Afxentiou - Agios Georgios Church 2;35,1714819572637;33,3336882325656
2714;Sofokles Pogiatzis Square;Πλατεία Σοφοκλή Πογιατζή;Sofokles Pogiatzis Square;34,9909500615249;32,8278249055875
11025;Troodous - Souni - Zanakia 2;Τροόδους - Σούνι - Ζανακιά 2;Troodous - Souni - Zanakia 2;34,7373584946621;32,8828301094716
11386;Gerasa - Kalo Chorio Road 2;Δρόμος Γεράσας - Καλού Χωριου 2;Gerasa - Kalo Chorio Road 2;34,8400450723797;33,0144265148184
20284;Artemidos Ave. - Touzchane 2;Λεωφ. Αρτέμιδος - Τουζχανέ 2;Artemidos Ave. - Touzchane 2;34,894864432719;33,6316046671899
31546;Eleftherias Ave. - Chatzif. Chatzioikonomou;Λεωφ. Ελευθερίας - Χατζηφ. Χατζηοικονόμου;Eleftherias Ave. - Chatzif. Chatzioikonomou;34,7971930776471;32,4090851415694
40050;Andrea Karkavitsa - Vattainas;Ανδρέα Καρκαβίτσα - Βάτταινας;Andrea Karkavitsa - Vattainas;34,999500986705;33,7620779128104
40196;Perneras - Potami Beach;Περνέρας - Παραλία Ποτάμι;Perneras - Potami Beach;35,0293124779146;34,0421413455937
232;Ave. Archiepiskopou Makariou C - Anexartisias;Λεωφ. Αρχιεπισκόπου Μακαρίου Γ - Ανεξαρτησίας;Ave. Archiepiskopou Makariou C - Anexartisias;35,1218979311891;33,3197891653063
31809;2nd Stop Asprogia 2;2η Στάση Ασπρογιά 2;2nd Stop Asprogia 2;34,9233990709532;32,6150075275546
4070;B´ Tseri Elementary School 2;Β´ Δημοτικό Σχολείο Τσερίου 2;B´ Tseri Elementary School 2;35,0683961528611;33,3240990679938
22197;Ammochostou-Tersefanou;Αμμοχώστου-Τερσαφάνου;Ammochostou-Tersefanou;34,8495617123168;33,5477208172371
31864;2nd Stop Fasoula Pafou 2;2η Στάση Φασούλα Πάφου 2;2nd Stop Fasoula Pafou 2;34,7612335728892;32,6259676890305
22132;Larnaka - Dekeleia Ave. - 2nd Stop;Λεωφ. Λάρνακας - Δεκέλειας - 2η Στάση;Larnaka - Dekeleia Ave. - 2nd Stop;34,9796717597997;33,7023390355508
30553;3rd Stop Choletria;3η Στάση Χολέτρια;3rd Stop Choletria;34,7625071698042;32,6010589935626
